Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,56762368,56762368,0,0.0,995838,0
1,56766464,56766464,0,0.0,995838,0
2,56766464,56766464,0,0.0,995838,0
3,56770560,56770560,0,0.0,995838,0
4,56770560,56770560,0,0.0,995838,0
5,56770560,56770560,0,0.0,995838,0
6,56770560,56770560,0,0.0,995838,0
7,56770560,56770560,0,0.0,995838,0
8,56770560,56770560,0,0.0,995838,0
9,56770560,56770560,0,0.0,995838,0
