Iteracao,Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB),Tempo de Execucao (s),X,Indice
0,0.000472,0.000644,1.8753948211669922,1,0
1,2.4e-05,0.000172,1.8281140327453613,1,0
