Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,16695296,16695296,0,0.0,123,179
1,16695296,16695296,0,0.0,123,179
2,16695296,16695296,0,0.0,123,179
3,16695296,16695296,0,0.0,123,179
4,16695296,16695296,0,0.0,123,179
5,16695296,16695296,0,0.0,123,179
6,16695296,16695296,0,0.0,123,179
7,16695296,16695296,0,0.0,123,179
8,16695296,16695296,0,0.0,123,179
9,16695296,16695296,0,0.0,123,179
